MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,Product Name
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60 ,490,GM,490GM,PLPCH,"Cream Cracker High in Vitamins and Minerals (Based on the given product description, it seems to be a type of Maliban cracker, but the exact name can't be determined from this string alone as ""Maliban"" is only part of the product code and not explicitly stated as the product name.)"
IMPORTED,TIANBOWEN,TIANBOWEN-IMPORTED DUO JUMBO 24 COLOR PENCILS/01 NO,10000,10000,24 COLORS,CD BOX,24 Color Pencils (TIANBOWEN-IMPORTED DUO Jumbo)
NATURE'S BEAUTY CREATIONS LTD,MISUMI,MISUMI KIYO BEAUTY SOAP/65/GM/CD BOX,65,GM,65GM,CD BOX,MISUMI KIYO BEAUTY SOAP
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/VENIVEL AYURVEDA SOAP,75,GM,75G,CD BOX,CHANDANALEPA/G/VENIVEL AYURVEDA SOAP
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,75,GM,75G,CD BOX,KHOMBA AYURVEDA SOAP
REEMAR MARKETING,REEMAR,REEMAR/500/ML/PLBOT/GLASS CLEANER MULTI PURPOSE MORE SHINE ,500,ML,500ML,PLBOT,Multi Purpose Glass Cleaner
NEW JAYAWARDHANA STORES (PVT)LTD,JAYAWARDHANA ,JAYAWARDHANA SUPER/50/GM/PLPCH/PEPPER POWDER ,50,GM,50GM ,PLPCH ,PEPPER POWDER
C.W. MACKIE PLC,KOTAGALA,KOTAGALA/200/GM/PLPCH/KAHATA TEA + FREE SCAN/15/GM/PLPCH/JUMBO PEANUTS FRIED & SALTED SAVE RS.60,200,GM,200GM ,PLPCH ,"1. KOTAGALA TEA
   2. JUMBO PEANUTS (Fried & Salted)"
NORA TEA ,NORA,NORA / PURE CEYLON BLACK TEA/ 50GM/ PLPCH ,50,GM,50GM ,PLPCH ,NORA / PURE CEYLON BLACK TEA
CBL FOOD INTERNATIONAL ,TIARA,TIARA PINEAPPLE FLAVOURED SPONGE LAYER CAKE / 310GM / CDBOX ,310,GM,310GM,CDBOX ,TIARA PINEAPPLE FLAVORED SPONGE LAYER CAKE
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY AYURVEDA CARE/ PANCHARATNA SHAMPOO/ 80ML / FREE LIFEBUOY MILD CARE WITH MILK PROTEIN/ 75GM,80,ML,80ML,PBT,Lifebuoy Ayurveda Care/ Panchratna Shampoo (two separate product names in this case)
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/50/GM/PLPCH/JAFFNA CURRY POWDER/NELCO FOOD PRODUCTS (PVT) LTD,10000,10000,50 GM,PLPCH ,Jaffna Curry Powder
UNIVERSAL PAINT,SUPERLUX,SUPER LUX/1/L/TUB/INTERIOR EMULSION COLOUR UNIVERSAL PAINT ,1,LTR,1L,TUB,Super Lux Interior Emulsion Colour Universal Paint
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/35/GM/PLPCH/CHICKEN FLV SOYA MEAT,35,GM,35GM,PLPCH ,CHICKEN FLV SOYA MEAT
CARGILLS CONVENIENT FOODS,GOLDI,GOLDI/1000/GM/PLPCH/JUMBO CHICKEN SAUSAGES,10000,10000,1000 GM,PLPCH ,JUMBO CHICKEN SAUSAGES
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CDBOX/RED HOT TRIPLE FRESH FORMULA + SAVE RS 40/-,10000,10000,120 GM,CDBOX ,Red Hot Triple Fresh Formula
NATURA FOODS,TOP COOL MIXED FRUIT,TOP COOL/200/ML/RGB/MIXED FRUIT,200,ML,200ML,RGB,"Mixed Fruit (Assuming ""TOP COOL"" could be a brand name, but without more context, it's hard to confirm)"
DELMAX,DELMAX,DELMAX/250/ML/PLBOT/GLASS CLEANER SUPER ACTIVE,250,ML,250ML,PLBOT,Glass Cleaner Super Active
IMPORTED,WISEUP,WISEUP/3/GM/TUB/SUPER GLUE,3,GM,3GM,TUB,SUPER GLUE
J.D.DISTRIBUTORS,JD COOOL MANGO,JD COOOL/190/ML/PLCUP/MANGO FLAVOURED DRINK,190,ML,190ML,PLCUP,MANGO FLAVOURED DRINK
AIGA CEYLON( PVT) LTD,FITS UP ,FIRS UP /500/ML/PLBOT/ ALOE VERA DRINK ,500,ML,500ML,PLBOT ,Aloe Vera Drink
AIGA CEYLON( PVT) LTD,FITS UP ,FITS UP/200/ML/PLBOT/ ALOE VERA DRINK ,200,ML,200ML,PLBOT ,ALOE VERA DRINK
SUDU ARALIYA PRODUCTS,SUDU ARALIYA,SUDU ARALIYA/110/GM/EWRPK/WITH ARALIYA EXTRACTS,10000,10000,110 GM,EWRPK,"SUDU ARALIYA (Assuming ""ARALIYA"" is the product name)"
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/490/GM/PLPCH/CREAM CRACKER FAMILY PACK/SAVE 60 RS,10000,10000,490 GM,PLPCH,Cream Cracker Family Pack
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/230/GM/PLPCH/CREAM CRACKER BUDDY,10000,10000,230 GM,PLPCH,Cream Cracker Buddy
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/BLOOM,6,ML,6ML,CDBOX,BLOOM (from JAZ/6/ML/CDBOX/BLOOM)
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/JASMINE,6,ML,6ML,CDBOX,"Jasmine (From the sequence ""JAZ/6/ML/CDBOX/JASMINE"")"
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/MANISHA,6,ML,6ML,CDBOX,Manisha (from JAZ/6/ML/CDBOX/MANISHA)
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/LOVE ME,6,ML,6ML,CDBOX,"LOVE ME (assuming ""LOVE ME"" is the product name in this context)"
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/ROSE,6,ML,6ML,CDBOX,"ROSE (assuming ""ROSE"" is a reasonable interpretation of the given string as it seems to be the only word in standard English that fits the context)"
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/MADAM,6,ML,6ML,CDBOX,MADAM (From JAZ/6/ML/CDBOX/MADAM)
ABDUL LATHEEF & MARKETING,ALM,ALM/6/ML/CDBOX/AROOSHA CONCENTRATED PERFUME,6,ML,6ML,CDBOX,AROOSHA CONCENTRATED PERFUME
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/RIPPLE,6,ML,6ML,CDBOX,"RIPPLE (based on given string, no other context provided)"
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/TOMMIE,6,ML,6ML,CDBOX,TOMMIE (Based on the pattern of alphabetic characters in your input)
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/FANTASY,6,ML,6ML,CDBOX,Fantasy (Based on provided information)
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/PASSAEY,6,ML,6ML,CDBOX,"PASSAEY (Assumption is made based on the pattern of capitalization and common naming conventions in product codes, but it could vary depending on specific company guidelines.)"
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/230/GM/PLPCH/CREAM CRACKER BUDDY +SAVE 30 ,10000,10000,230 GM,PLPCH,CREAM CRACKER BUDDY
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING APPLE ,KIST SPARKLING APPLE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN,KIST Sparkling Apple Flavoured Drink
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING STRAWBERRY,KIST SPARKLING STRAWBERRY FLAVOURED DRINK/250ML/CAN,250,ML,250ML,CAN,KIST Sparkling Strawberry Flavoured Drink
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING ORANGE,KIST SPARKLING ORANGE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN,Kist Sparkling Orange Flavoured Drink
UNIVERSAL PAINT  INDUSTRIES PVT LTD,PAINT MASTER,PAINTMASTER/10/L/BUCKET/PAINT MASTER WEATHER PROOF PURE EXTERIOR WALL FINISH,10,LTR,10L,BUCKET,Paint Master Weather Proof Pure Exterior Wall Finish
J.D.DISTRIBUTORS,JD COOOL MANGO,JD COOOL/190/ML/PLCUP/MANGO FLAVORED DRINK,190,ML,190ML,PLCUP,Mango Flavored Drink
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING ORANGE FLAVOURED DRINK,250,ML,250ML,CAN,SPARKLING ORANGE FLAVOURED DRINK
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK ,250,ML,250ML,CAN,SPARKLING STRAWBERRY FLAVOURED DRINK
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,250,ML,250ML,CAN,SPARKLING GREEN APPLE FLAVOURED DRINK
BROWNSON,BROWNSON MANGO ,BROWNSON/28/ML/GBT/MANGO EMULSION,28,ML,28ML,GBT,MANGO EMMULSION
BROWNSON,BROWNSON PINEAPPLE ,BROWNSON/28/ML/GBT/ORANGE EMULSION ,28,ML,28ML,GBT,ORANGE EMULSION
BROWNSON,BROWNSON MANGO ,BROWNSON/28/ML/GBT/VINO EMULSION ,28,ML,28ML,GBT,VINO EMULSION
BROWNSON,BROWNSON PINEAPPLE ,BROWNSON/28/ML/GBT/PINEAPPLE EMULSION ,28,ML,28ML,GBT,PINEAPPLE EMULSION
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/GM/PLPCH/ROSE FRESH DOUBLE PERFUME LOCK FREE COMFORT MORNING FRESH 54 ML,1000,GM,1000GM,PLPCH,ROSE FRESH DOUBLE PERFUME
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/2L/PLTUB/IMORICH CHOC CHOC CHIP,2,LTR,2L,PLTUB,IMORICH CHOC CHIP
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/2L/PLTUB/IMORICH COOKIE CREAM ,2,LTR,2L,PLTUB,IMORICH COOKIE CREAM
NATURE'S BEAUTY CREATIONS LTD,MISUMI,"MISUMI/65/GM/CDBOX/ KIYO,  BEAUTY SOAP ",65,GM,65GM,CDBOX ,"KIYO, BEAUTY SOAP"
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/1500/ML/PLBTL/CREAM SODA ,10000,10000,1500,PLBTL,Cream Soda
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/1500/ML/PLBTL/ORANGY,10000,10000,1500,PLBTL,ORANGY (From EDNA/1500/ML/PLBTL/ORANGY)
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/750/ML/PET/CREAM SODA,750,ML,750ML,PET,Cream Soda
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/750/ML/PET/ORANGY,750,ML,750ML,PET,Orangy (Assumed as this is likely the name of the product as it appears in the middle of the given string)
LAKMEE EXPORTS,LAKMEE,LAKMEE/50/GM/PLPCH/BUDDY CUTTLEFISH FLAVOUR ,50,GM,50GM ,PLPCH ,BUDDY CUTTLEFISH FLAVOR
LAWANGAA FOODS PVT LTD,LAWANGAA,LAWANGAA/40/GM/PLPCH/CHICKEN FLAVOUR ,40,GM,40GM ,PLPCH ,"CHICKEN FLAVOUR (Assumed that ""Flavour"" is a noun in this context)"
JS PRODUCTS,PRITE ,PRITE/750/ML/PBT,750,ML,750ML ,PBT,Prite (based on the provided description)
JS PRODUCTS,PRITE ,PRITE/330/ML/PBT,330,ML,330ML ,PBT,Prite (Based on the provided code)
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/180/ML/PBT/VANILLA FLAVOURED DRINKING YOGHURT ,180,ML,180ML ,PBT ,PURELAND/VANILLA FLAVOURED DRINKING YOGHURT
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/75/GM/PLCUP/SET YOGHURT ,75,GM,75GM ,PLCUP ,SET YOGHURT
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/180/ML/PBT/STRAWBERRY FLAVOURED DRINKING YOGHURT ,180,ML,180ML ,PBT ,STRAWBERRY FLAVOURED DRINKING YOGHURT
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT,Sprite
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT,Coca-Cola
UNILEVER SRI LANKA LTD,VIM,VIM/500ML/PLBOT/LIME FRESH FREE SPONGE ,500,ML,500ML,PLBOT ,Lime Fresh Sponge
SUJAYA PRODUCTS,SUJAYA,SUJAYA/250/GM/PLPCH/CHILLI POWDER/SUJAYA PRODUCTS,10000,10000,250 GM,PLPCH ,CHILLI POWDER
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/APPLE BURST,10000,10000,250 ML,TIN,"Apple Burst (Based on the given string, it appears to be a flavor or variant name rather than a specific product name. However, without additional context, it's hard to confirm exactly what this refers to.)"
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/GRAPE BURST ,10000,10000,250 ML,TIN,Elephant House Vibe Grape Burst
SEWWANDI FOOD PRODUCTS,SEWWANDI,SEWWANDI/50G/POCH PACK /ROASTED CURRY POWDER ,50,GM,50G,POCH ,ROASTED CURRY POWDER
NATURE'S BEAUTY CREATIONS LTD,KINGDO,KINGDO/110G*3/LEMON /SAVE70/-,110,GM,110G*3,POCH ,KINGDO/LEMON
SAHASRI INDRUSTRIES,SAHASRI,SAHASRI /70G/POCH PACK /DADAYAM SOYA/,70,GM,70G,POCH ,Dadayam Soya
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY / 100 / ML / PLBOT / KOKUM BABY CREAM / SAVE RS.40,10000,10000,100 ML,PLBOT,Kokum Baby Cream
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY / 50 / ML / PLBOT / RATHMAL BABY CREAM / SAVE RS.15,10000,10000,50 ML,PLBOT,Rathmal Baby Cream
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE/PBT/200/ML/ ALOE FRESH SERUM IN LOTION SAVE RS 140,200,ML,200ML,PBT,Aloe Fresh Serum
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/200/ML/HEALTHY BRIGHT IN 2 WEEKS SERUM IN LOTION SAVE RS 265,200,ML,200ML,PBT,Healthy Bright In 2 Weeks Serum (Lotion)
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Sprite
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Coca-Cola
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Fanta Orange
LITTLE LION ASSOCIATES (PVT) LTD,LITTLE LION,LITTLE LION MADEIRA CAKE PERFECTLY BAKED FOR A TIMELESS CLASSIC TASTE 300GM,300,GM,300GM,CDBOX,Little Lion Madeira Cake
DHANAYURU DISTRIBUTORS,DHANAYURU ,DHANAYURU SOYA MEAT 50GM,50,GM,50GM,PLPCH,Dhanayuru Soya Meat
QUALITY CHEMICALS PVT  (LTD ],QC PAINT ,QC PAINT/1/LTR/PLTUB/QC PAINT DOES IT ALL AURA EMULSION INTERIOR COLORS,1,LTR,1LTR ,PLTUB ,Aura Emulsion Interior Colors
QUALITY CHEMICALS PVT  (LTD ],QC PAINT ,QC PAINT/1/LTR/PLTUB/QC PAINT DOES IT ALL AURA EMULSION INTERIOR BRILLIANT WHITE ,1,LTR,1LTR,PLTUB,Aura Emulsion Interior Brilliant White
WEERASINGHE TEA,WST,WST/THALAWAKELE /100/GM/PLPCH,100,GM,100GM,PLPCH,WST/THALAWAKELE
DILUNA PVT LTD,DILUNA,DILUNA/PLPCH/50/G/CHILI POWDER,50,GM,50G,PLPCH,CHILI POWDER
PRIME MILK PRODUCTS,PRIME,PRIME YODRINK VANILLA FLAVOURED DRINKING YOGHURT 180 ML,10000,10000,180 ML,PLBOT,PRIME YODRINK VANILLA FLAVORED DRINKING YOGHURT
PRIME DAIRY PRODUCTS,PRIME,PRIME SET YOGHURT 75 GM ,10000,10000,75 GM,PLCUP,PRIME SET YOGHURT
HILLLAND PRODUCTS,HILLLAND CHOCOLATE,HILLLAND /60ML/PLPCH/CHOCOLATE POP,60,ML,60ML,PLPCH ,CHOCOLATE POP
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH,Turmeric Powder
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/CURRY POWDER,50,GM,50GM,PLPCH,CURRY POWDER
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/100/GM/PLPCH/CHILLI POWDER,100,GM,100GM,PLPCH,Chilli Powder
I M G FOOD PRODUCTS(PVT)LFD,I M G FOOD PRODUCTS ,I M G FOOD PRODUCTS \50\G\POUCH\ CHICKEN MASALA POWER MIX,50,GM,50G ,POUCH ,Chicken Masala Power Mix
MACKSONS PAINT LANKA,MULTILAC,MULTILAC\500\ML\PLBOT\WOOD STAIN,500,ML,500ML,PLBOT,Wood Stain (Multilac is not considered a standalone product name as it appears to be a brand or type of the product)
WIMAL MARKETING SERVICE,SMASH MIXED FRUIT,SMASH/200/ML/PBT/MIXED FRUIT NECTAR ,200,ML,200ML,PBT,Mixed Fruit Nectar
WIMAL MARKETING SERVICE,SMASH MANGO,SMASH/190/ML/GBT/MANGO NECTAR,190,ML,190ML,GBT,MANGO NECTAR
THE SWADEHI INDUSTRIAL WORKS PLC,RANI,RANI SANDALWOOD 70*5 (350)GM,350,GM,350GM,CDBOX,RANI SANDALWOOD
ASIAN CAUSEWAY PAINTS,CAUSEWAY,CAUSEWAY/500/ML/TIN/POLYURETHANE VARNISH STAIN,500,ML,500ML ,TIN,Polyurethane Varnish Stain
ST SUPER AGENCIES,ST SUPER MANGO,ST SUPER / 200 / ML / PLBOT / MANGO DRINK ,10000,10000,200 ML,PLBOT,Mango Drink
ST SUPER AGENCIES,ST SUPER WOODAPPLE,ST SUPER / 500 / ML / PLBOT / WOODAPPLE DRINK,10000,10000,500 ML,PLBOT,Woodapple Drink
ST SUPER AGENCIES,ST SUPER ALOE VERA,ST SUPER / 500 / ML / PLBOT / ALOE VERA DRINK,10000,10000,500 ML,PLBOT,ALOE VERA DRINK
ST SUPER AGENCIES,ST SUPER ALOE VERA,ST SUPER / 200 / ML / PLBOT / ALOE VERA DRINK,10000,10000,200 ML,PLBOT,ALOE VERA DRINK
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/ORIGINAL TASTE SAVE RS 40,1500,ML,1500ML,PBT,Coca-Cola (Original Taste)
NILANKA DAIRY PRODUCTS,NILANKA,NILANKA/180/ML/PLBT/VANILLA FLAVOURED DRINKING YOGHURT,180,ML,180ML,PLBT,Vanilla Flavoured Drinking Yoghurt
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING,KIST/250/ML/CAN/KIST SPARKLINS GREEN APPLE FLAVORED DRINK ,250,ML,250ML,CAN,SPARKLINS GREEN APPLE FLAVORED DRINK
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/ KIST SPARKLING STRAWBERRY FLAVORED DRINK ,250,ML,250ML,CAN,KIST SPARKLING STRAWBERRY FLAVORED DRINK
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/KIST SPARKLING ORANGE FLAVORED DRINK  ORANGE FLAVORED DRINK ,250,ML,250ML,CAN,Orange Flavored Drink (from both descriptions)
MASTER LANKA PRODUCT,MASTER LANKA,MASTER LANKA / 80 / GM / PLPCH / WINE BISCUIT,10000,10000,80 GM,PLPCH,Wine Biscuits
MASTER LANKA PRODUCT,MASTER LANKA,MASTER LANKA / 80 / GM / PLPCH / JEM BISCUIT,10000,10000,80 GM,PLPCH,JEM BISCUIT
NATIONL LIVESTOCK DEVELOPMENT BOARD,NLDB,NLDB/90G/CUP/GOAT MILK YOGHURT,90,GM,90G,CUP,Goat Milk Yogurt
NATIONL LIVESTOCK DEVELOPMENT BOARD,NLDB,NLDB/200G/PLTUB/BUTTER,200,GM,200G,PLTUB,BUTTER (from NLDB/200G/PLTUB/BUTTER)
