MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,MATCHED,nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging,ERROR,ProductName,Suggestion
NESTLE LANKA,MAGGI,MAGGI/500/GM/PLPCH/PROFESSIONAL SEASONING POWDER CHICKEN FLAVOUR ,500.0,GM,500 GM,PLPCH ,0,64042.0,NESTLE LANKA,MAGGI,MAGGI PROFESSIONAL SEASONING POWDER CHICKEN FLAVOUR 500 GM PLPCH,500.0,GM,500.00 GM,PLPCH,,MAGGI PROFESSIONAL SEASONING POWDER CHICKEN FLAVOUR,
UNILEVER SRI LANKA LTD,SUNSILK ,SUNSILK/180/ML/PLASTIC BOTTLE/KERATIN STRAIGHT SHAMPOO WITH KERATIN AND ORGAN OIL,180.0,ML,180 ML,PLASTIC  BOTTLE ,1,,,,,,,,,PACKTYPE,,63820
UNILEVER SRI LANKA LTD,LEVER AYUSH ,LEVER AYUSH/25/GM/CD BOX/ANTI MARK AND OIL CONTROL FOR SPOTLESS AND OIL CLEAR SKIN ,25.0,GM,25 GM ,CD BOX,2,,,,,,,,,ITEMDESC,Anti Mark and Oil Control for Spotless and Oil Clear Skin,
SMITHLINE BEECHAM (PVT)LTD ,SENSODYNE,SENSODYNE/1/NO/SENSITIVE SOFT,1.0,NO,1 NO,PL PACK,1,,,,,,,,,MANUFACTURE,,
PANTHILU CONSUMER PVT LTD ,XTOLIGHT,XTOLIGHT/225/ML/LIME DISH WASH LIQUID/PBT/PANTHILU CONSUMER PVT LTD ,225.0,ML,225ML,PBT,1,,,,,,,,,MANUFACTURE,,
PANTHILU CONSUMER PVT LTD ,XTOLIGHT,XTOLIGHT/500/ML/LIME DISH WASHER LIQUID/SAVE 50/= RSP/PBT/PANTHILU CONSUMER PVT LTD ,500.0,ML,500ML ,PBT,1,,,,,,,,,MANUFACTURE,,
HIMANDI,HIMANDI GAMBOGE CREAM,HIMANDI/250/GM/PLPCH/HIMANDI PURE GAMBOGE CREAM,250.0,GM,250 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
EKATERRA CEYLON (PVT)ITD,LAOJE,LAOJEE/40/GM/PLPCH/SEV/10/GM/PURE CEYLON BLACK TEA,40.0,GM,40 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
CEYLON BISCUITS LIMITED,CAROL COOKIES,CBL MUNCHEE/85/GM/PLPCH/NEW LOOK AND TASTE CAROL COOKIES,85.0,GM,85 GM,PLPCH,1,,,,,,,,,BRAND,,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/REAL MILK COCONUT POWDER/PLPCH,25.0,GM,25GM,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION CITRUS +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500.0,ML,500ML,PBT,1,,,,,,,,,PACKTYPE,,63989
HEMAS MARKETING,FEMS,FEMS/10NO/PLPCH/COTTON FEEL WINGS 3X PROTECTION ,10.0,NO,10NO ,PLPCH ,1,,,,,,,,,PACKTYPE,,51410
HEMAS MARKETING,FEMS,FEMS/10NO/PLPCH/DRYTEX WINGS 3X PROTECTION ,10.0,NO,10NO,PLPCH ,1,,,,,,,,,PACKTYPE,,51411
HEMAS MARKETING,GOYA ,GOYA/70G/CDBOX/RUBY RED,70.0,GM,70G ,CDBOX ,2,,,,,,,,,ITEMDESC,Ruby Red,
RICHARD TRADING CO (PVT) LTD,RICHARD COLOURAY,RICHARD COLOURAY 1NO/DRAWING BOOK 80 PAGES,1.0,NO,1NO ,,0,64046.0,RICHARD TRADING CO (PVT) LTD,RICHARD COLOURAY,RICHARD COLOURAY - DRAWING BOOK (A4) 80 PGS - 1 NO,1.0,NO,1.00 NO,,,RICHARD COLOURAY - DRAWING BOOK,
HEMAS MARKETING,GOYA ,GOYA/70G/CDBOX/PRETTY PINK ,70.0,GM,70G ,CDBOX ,2,,,,,,,,,ITEMDESC,Pretty Pink,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/ CDBOX/KING COCONUT, SUDU HADUN, ARUDHA,SAMANPICCHA,KOKUM POTHU SAVE RA 15.00",70.0,GM,70G ,CDBOX ,2,,,,,,,,,ITEMDESC,"King Coconut, Sudu Hadun, Arudha, Samanpiccha, Kokum Pothu",
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS / 10X ADVANCED/ 200ML/ ORIGINAL/ 5 MINUTES ACTION/ PBT,200.0,ML,200ML ,PBT,1,,,,,,,,,PACKTYPE,,40351
LAKFAIR INDUSTRIES ,LAKFAIR ,LAKFAIR SPECIAL NOODLES/ 1KG / EWRPK ,1.0,KG,1KG,EWRPK ,1,,,,,,,,,MANUFACTURE,,
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS / 10X ADVANCED/ 500ML / ORIGINAL/ 5 MINUTES ACTION/ BPT,500.0,ML,500ML ,BPT,1,,,,,,,,,PACKTYPE,,40351
CAP DAIRIES ,CAP PANIKAJU,CAP / PANIKAJU / 250ML / PLASTIC CUP,250.0,ML,250ML ,PLASTIC CUP,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/DAMAGE RESTORE SHAMPOO ACTIV-MIX + FREE LIFEBUOY/75/GM/EWRPK/GLOWING SKIN SAKURA AND PINK CLAY ,80.0,ML,80ML ,PLBOT ,0,63972.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 5 NATURAL OILS EGG PROTEIN & VITAMIN C ACTIVE MIX 80 ML PLBOT + FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY SOAP 75 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,"1. SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO
   2. LIFEBUY GLOWING SKIN SAKURA AND PINK CLAY SOAP",
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75.0,GM,75GM ,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/400/ML/PLBOT/HEALTHY BRIGHT IN 2 WEEKS RESTORES VISIBLY BRIGHT SKIN,400.0,ML,400ML ,PLBOT ,2,,,,,,,,,ITEMDESC,Vaseline Healthy Bright,
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP,75.0,GM,75GM ,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\100\G\POUCH\CHILLI PIECES ,100.0,GM,100G,POUCH,1,,,,,,,,,MANUFACTURE,,
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA \50G\POUCH \CURRY POWDER ,50.0,GM,50G,POUCH,1,,,,,,,,,MANUFACTURE,,
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\100\G\POUCH\RAW CURRY POWDER ,100.0,GM,100G,POUCH ,1,,,,,,,,,MANUFACTURE,,
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA \100\G\POUCH \CHILLI POWDER ,100.0,GM,100G,POUCH,1,,,,,,,,,MANUFACTURE,,
AGRO MICRO INVESTMENT LIMITED ,AGRILA,AGRILA\50\G\POUCH \CHILLI POWDER ,50.0,GM,50G,POUCH,1,,,,,,,,,MANUFACTURE,,
SARA FRUIT PRODUCTS,SEA LION WOODAPPLE,SEA LION\190\ML\GBT\WOODAPPLE DRINK,190.0,ML,190 ML,GBT,1,,,,,,,,,PACKTYPE,,14620
MENAKA FOOD PRODUCTS ,MENAKA ,MENAKE/50 /GM/PLPCH/CHILLI POWDER/+ SAVE RS 10/MENAKA FOOD PRODUCTS ,50.0,GM,50 GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,64184
MALIBAN BISCUIT MANUFACTORIES,MALIBAN BISCUIT ASSORTMENT,MALIBAN/190/GM/CREAM CRACKER + FREE ASTRA FAT SPREAD 18 GM,190.0,GM,190 GM,PLPCH,1,,,,,,,,,BRAND,,63978
FRESHVILLE SWEET PVT LTD,DELZIAS,DELZIAS/01/NO/CENTER FILL STRAWBERRY FLAVOUR BUBBLE GUM ,,,NO 01,PLPCH,1,,,,,,,,,MANUFACTURE,,63941
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85 GM/PLPCH/CAROL COOKIES,85.0,GM,85 GM,PLPCH ,1,,,,,,,,,BRAND,,64092
UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW/70/GM/VITAMIN C+E/ EWRPK ,70.0,GM,70 GM,EWRPK ,2,,,,,,,,,ITEMDESC,Lux Soft Glow,
MALWATTE SWEETS,LION ,LION /1200G/CD BOX/FAMILY GIFT /,1200.0,GM,1200G,CD,1,,,,,,,,,MANUFACTURE,,
USWATTE CONFECTIONERY,USWATTE ,USWATTE /1.1G/PBT/DIN FRIT JELLES,1.1,GM,1.1G,PBT,1,,,,,,,,,MANUFACTURE,,
ASIAN CAUSEWAY PAINTS,CAUSEWAY,CAUSEWAY /20/LITER/PLCAN/6 IN 1 AQUA SAFE PREMIUM EXTERIOR WATHERPROOFING PAINT ,20.0,LITER,20LITER,PLCAN,1,,,,,,,,,BRAND,,63963
UNILEVER SRI LANKA LTD,PE,PEARS BABY ALOE VERA & NEEM CHOOTY PACK BABY SOAP 70 GM (SAVE 20),70.0,GM,70GM,CDBOX,1,,,,,,,,,BRAND,,54278
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/85/GM/PL POUCH/CAROL COOKIES ,85.0,GM,85 GM ,PL POUCH,1,,,,,,,,,BRAND,,64092
UNILEVER SRI LANKA LTD,SACHILIGHT,SUNLIGHT/110/GM/PL POU/REAL LEMON+3+ FTEE SUNLIGHT/110/GM/PL POU/LAVENDER,110.0,GM,110GMÃ—3+110GM,PL POU,1,,,,,,,,,BRAND,,63341
LAKSHI PRODUCTS,LAKSHI ,LAKSHI/50/GM/PLPCH/CHILLI POWDER ,50.0,GM,50GM,PLPCH,1,,,,,,,,,PACKSIZE,,63956
HEMAS PHARMACEUTICALS (PVT) LTD,INFAMAMA,INFAMAMA/400/GM/TIN/A+ VANILA+ SAVE RS 500,400.0,GM,400 GM,TIN,1,,,,,,,,,BRAND,,64034
4 EVER SKIN NATURALS (PVT) LTD,4 EVER,4 EVER/50/GM/CD BOX/ESSENTIAL GLOW HIBISCUS MOISTURIZER CREAM SPF 15 FOR NORMAL TO DRY AND MATURE SKIN,50.0,GM,50 GM,CD BOX,1,,,,,,,,,PACKSIZE,,64183
SMITHLINE BEECHAM (PVT)LTD ,SENSODYNE,SENSODYNE/1/NO/SENSITIVE SOFT,1.0,NO,1 NO,PL PACK,1,,,,,,,,,MANUFACTURE,,
4 EVER SKIN NATURALS (PVT) LTD,4 EVER,4 EVER/50/GM/CD BOX/ DAILY MOISTURIZER VENIVAL BRIGHTENING MOISTURIZER CREAM SPF 15 NORMAL TO OILY SKIN,50.0,GM,50 GM,CD BOX,1,,,,,,,,,PACKSIZE,,64183
HEMAS MARKETING,GALAXY BY GOLD,GALAXY BY GOLD/50/ML/ CD BOX /SPECIAL EDITION ,50.0,ML,50 ML,CD BOX,1,,,,,,,,,BRAND,,
NESTLE LANKA,MAGGI,MAGGI/336/GM/REAL COCONUT MILK POWDER/CD BOX SAVE RS 100,336.0,GM,336GM,CD BOX,1,,,,,,,,,PACKSIZE,,64042
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/CAROL COOKIES/PLCH,85.0,GM,85GM,PLCH,1,,,,,,,,,BRAND,,64092
NESTLE LANKA,MAGGI,MAGGI/25/GM/REAL COCONUT MILK POWDER/PLPCH,25.0,GM,25GM,PLPCH,1,,,,,,,,,PACKSIZE,,63953
EXPOTEAS CEYLON (PVT) LTD,RANDALU,RANDALU/200/GM/PLPCH /PURE CEYLON 100 TEA BAGS CATERING PACK,200.0,GM,200GM(100TEA BAGS),PLPCH ,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/30/GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION, HEALTHY GUMS & REDUCED PLAQUE/WITH CLOVE OIL & DASANAKANTHI CHOORNAM",30.0,GM,30 GM,CDBOX ,1,,,,,,,,,BRAND,,64089
DSL ENTERPRISES (PVT) LTD,DOMS,DOMS/1/NO/CDBOX/BI-COLOUR PENCIL/12/SHADES,1.0,NO,1NO,CDBOX,1,,,,,,,,,MANUFACTURE,,
DSL ENTERPRISES (PVT) LTD,DOMS,DOMS/1/NO/CDBOX/MECHANICAL PENCIL/0.7MM,1.0,NO,1NO,CDBOX ,1,,,,,,,,,MANUFACTURE,,
LIVE WATER LANKA PVT LTD,KANDY,KANDY/1000/ML/NATURE FRESH/PBT,1000.0,ML,1000ML,PBT,1,,,,,,,,,MANUFACTURE,,
SMITHKLINE BEECHAM (PVT)LTD,SENSODYNE ,SENSODYNE/1NO/EWPRK/SENSITIVE SOFT ,1.0,NO,1NO ,EWPRK,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK /80ML/PLPCH/DAMAGE RESTORE WITH KING COCONUT OIL,KARATIN PROTEIN, VITAMIN C ACTIV-MIX SHAMPOO FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75G ",80.0,ML,80ML,PLBOT ,0,64018.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL KERATIN PROTEIN & VITAMIN C ACTIV-MIX 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,"1. SUNSILK DAMAGE RESTORE SHAMPOO with KING COCONUT OIL, KERATIN PROTEIN & VITAMIN C ACTIV-MIX
   2. LIFEBUOY MILD CARE WITH MILK PROTEIN",
C.B COSMETICS,BN,BN/120ML /CDBOX/ROYAL MARRIAGE RED ,120.0,ML,120ML,CDBOX ,2,,,,,,,,,ITEMDESC,Royal Marriage Red,
CIC HOLDINGS (PVT) LTD,PEADIA SURE GOLD,PEDIA SURE GOLD\380\G\TIN\CLASSIC  VANILLA NUTRITIONAL SUPPLEMENT FOR CHILDREN 1-10YEARS,380.0,GM,380G,TIN,1,,,,,,,,,BRAND,,64012
HEMAS MANUFACTURING PVT LTD,FEMS,FEMS\10NO (1 PACK)\EWRPK \DRYTEX WINGS 3X PROTECTION ,10.0,NO,10NO (1 PACK),EWRPK ,1,,,,,,,,,MANUFACTURE,,
HEMAS MANUFACTURING PVT LTD,FEMS,FEMS\10NO \(1PACK)\EWRPK \COTTON FEEL WINGS 3X PROTECTION ,10.0,NO,10NO (1 PACK),EWRPK ,1,,,,,,,,,MANUFACTURE,,
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA \75\G\CD BOX\KOHOMBA AYURVEDA SOAP,75.0,GM,75G,CD BOX,1,,,,,,,,,PACKSIZE,,64208
EAGLE ENTERPRISES ,EAGLE ,EAGLE/50/GM/PLCAN/BAKING POWDER ,50.0,GM,50GM,PLCAN,1,,,,,,,,,MANUFACTURE,,
NESTLE LANKA,MAGGI,REAL COCONUT MILK POWDER/25 GM/PLPH,25.0,GM,25 GM,PLPH,1,,,,,,,,,PACKSIZE,,63953
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40ML/CURRY LEAVES &BRINGARAJ/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/AMLA HENNA&ALOE VERA/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/SHIKAKAI&HIBISCUS/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
MEDI FIT CARE ,DEVI ,DEVI SHAMPOO/100 ML/DAILY MOISTURISING/ANTI DANDRUFF /HAIR FALL PROTECTION/PLBOT ,100.0,ML,100 ML,PLBOT,2,,,,,,,,,ITEMDESC,"The product name from the given description is ""DEVI SHAMPOO"".",
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/80 ML/SHIKAKAI &HIBISCUS/PLBOT ,80.0,ML,80 ML,PLBOT ,0,64129.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 80 ML PLBOT,80.0,ML,80.00 ML,PLBOT,,Karthika Black Shield Shampoo,
RANMUTHU PRODUCTS,RANMUTHU,RANMUTHU/40/GM/PLPCH/TIKIRI SOYA/RANMUTHU PRODUCTS,40.0,GM,40 GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,63957
RANMUTHU PRODUCTS,RANMUTHU,RANMUTHU/45/GM/PLPCH/TIKIRI SOYA/RANMUTHU PRODUCTS,40.0,GM,40 GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,63957
THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON/30/GM/PLPCH/PEPPER POWDER/THENNAKOON FOOD PRODUCTS,30.0,GM,30 GM,PLPCH ,0,64030.0,THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON PEPPER POWDER 30 GM PLPCH,30.0,GM,30.00 GM,PLPCH,,THENNAKOON PEPPER POWDER,
THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON/30/GM/PLPCH/TURMERIC POWDER/THENNAKOON FOOD PRODUCTS,30.0,GM,30 GM,PLPCH ,0,64029.0,THENNAKOON FOOD PRODUCTS,THENNAKOON,THENNAKOON TURMERIC POWDER 30 GM PLPCH,30.0,GM,30.00 GM,PLPCH,,THENNAKOON TURMERIC POWDER,
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/30 GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION HEALTHY GUMS & REDUCES PLAQUE,30.0,GM,30 GM ,CDBOX ,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/70/GM/CDBOX/TOTAL ORAL CARE/CAVITY PROTECTION HEALTHY GUMS & REDUCES PLAQUE,70.0,GM,70 GM ,CDBOX ,1,,,,,,,,,BRAND,,
GAJANAYAKA FRUIT,PAZA ,PAZA/200/ML/MIXED FRUITS NECTAR/PLBOT ,200.0,ML,200ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
GAJANAYAKA FRUIT,PAZA,PAZA/200/ML/MANGO NECTAR/PLBOT,200.0,ML,200ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
GAJANAYAKA FRUIT,PAZA ,PAZA/200/ML/WOOD APPLE NECTAR/PLBOT,200.0,ML,200ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/ 190 / GM / PLPCH/ CREAM CRACKER / FREE / ASTRA / 18 / GM / PLPCH/ MULTI PURPOSE / FAT SPREAD,190.0,GM,190 GM,PLPCH ,1,,,,,,,,,BRAND,,
CEYLONLIGHT PRODUCTS,CLEAN DAY,CLEAN DAY/120/GM/WITH REAL LEMON,120.0,GM,120 GM,EWRPK,2,,,,,,,,,ITEMDESC,CLEAN DAY,
EAST WEST MARKETING,MY CHOICE,MY CHOICE/90/GM/CHICKEN FLAVOURED DEFATTED SOYA MEAT,90.0,GM,90 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
START KING,STAR KING,STAR KING/500/ML/CLO & RAX WHITEN REMOVE STAINS DISINFECT,500.0,ML,500 ML,PLBOT,1,,,,,,,,,MANUFACTURE,,64065
RUSBRO PRODUCTS & DISTRIBUTORS,RUSBRO,RUSBRO/100/GM/FACTORY FRESH TEA,100.0,GM,100 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
RUSBRO PRODUCTS & DISTRIBUTORS,RUSBRO,RUSBRO/250/GM/FACTORY FRESH TEA,250.0,GM,250 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/CAROL/85/GM/PLPCH/COOKIES,85.0,GM,85 GM,PLPCH,1,,,,,,,,,BRAND,,56462
CARGILLS DAIRIES (PVT)LTD,MAGIC,MAGIC VANILLA & CHOCOLATE ICE CREAM 1000ML,1000.0,ML,1000ML,PLTUB,1,,,,,,,,,MANUFACTURE,,
PEPSICO INTERNATIONAL,OLE CREAM SODA,OLE/400/ML/PLBOT/CREAM SODA ,400.0,ML,400ML,PLBOT ,1,,,,,,,,,PACKTYPE,,14615
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA WOODAPPLE NECTAR - 200ML,200.0,ML,200ML,PET,1,,,,,,,,,PACKSIZE,,64068
CEYLON BISCUITS LIMITED,MUNCHEE BOUR,MUNCHEE /85G/POCH PACK /CAROL COKES ,85.0,GM,85G,POCH ,1,,,,,,,,,BRAND,,64092
DELMAR LANKA PVT LTD,CALIN ,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70GM,70.0,GM,70GM,CDBOX,0,63929.0,DELMAR LANKA PVT LTD,CALIN,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70 GM CDBOX,70.0,GM,70.00 GM,CDBOX,,Calin Kohomba Soap with Neem and Turmeric Extract,
SUNSHINE COUNSUMER LANKA LTD,WATAWALA CEYLON ,WATAWALA / 50 GM / PLPCH  / WATAWALA CEYLON  TEA ,50.0,GM,50 GM,PLPCH ,1,,,,,,,,,BRAND,,48509
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA ,CHANDANALEPA / 75 GM / CDBOX  /  CHANDANALLEPA  VENIVEL AYURVEDA SOAP,75.0,GM,75 GM,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE /400 GM / PLPCH  / FULL  CREAM MILK POWDER  /  (SAVE RS.50 /=)  ,400.0,GM,400 GM,PLPCH ,0,63955.0,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400.0,GM,400.00 GM,PLPCH,,PELWATTE FULL CREAM MILK POWDER,
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85.0,GM,85GM,PLPCH,1,,,,,,,,,BRAND,,64092
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1 ST CUP MALTED FOOD DRINK + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU NOODLES ,400.0,GM,400GM,CDBOX,0,63993.0,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400.0,GM,400.00 GM,CDBOX,,"NESTOMALT MALTED FOOD, Maggi Papare Kottu",
SIRIGAMA PRODUCT,SIRIGAMA,SIRIGAMA/200/GM/PLPCH/SOYAMEAT,200.0,GM,200GM,PLPCH,2,,,,,,,,,ITEMDESC,SIRIGAMA,
CHERISH BISCUIT (PVT) LTD,CHERISH CHOCO WAFERS,CHERISH/310/G/PLPCH/CHOCO FLAVOURED CREAM WAFERS,310.0,,310/G,PLPCH ,1,,,,,,,,,BRAND,,63974
DARE HOUSEHOLD PRODUCTS,DARE,DEAR/250ML /PLBOT/VIVID/DISH WASHING LIQUID ,250.0,ML,250ML ,PLBOT ,1,,,,,,,,,MANUFACTURE,,
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE /CAROL COOKIES/ 85 /GM/PLPCH,85.0,GM,85 GM,PLPCH,1,,,,,,,,,BRAND,,64092
AGGRA,AGGRA,AGGRA /COLOUR SPARX /COLOUR PENCIL/ 12 COLOUR PACK /1 NO/ CDBOX + SAVE/ RS 75,12.0,PENCIL,12 PENCIL,CDBOX,1,,,,,,,,,PACKSIZE,,64019
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE / LOCAL GOODNESS/ DRINKING YOGHUT/ VANILLA FLAVOUR/180/ ML/PLBOT,180.0,ML,180 ML,PLBOT,2,,,,,,,,,ITEMDESC,Drinking Yoghut,
HEMAS MARKETING,DANDER ANTI DANDRUFF ,DANDEX ANTI DANDRUFF \80\ML\PBT\COOLING +RELIEF  COOL MINT & ALOE SHAMPOO SAVE R.S 50,80.0,ML,80 ML,PBT,1,,,,,,,,,BRAND,,63980
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE \340\G\PLPCH\CAROL COOKIES ,340.0,GM,340G,PLPCH ,1,,,,,,,,,BRAND,,64092
UNILEVER SRI LANKA LTD,AYUSH,AYUSH\70\G\CD BOX\TOTAL ORAL CARE WITH CLOVE OIL& DASANAKANTHI CHOORNAM,70.0,GM,70G,CD BOX,1,,,,,,,,,BRAND,,64089
UNILEVER SRI LANKA LTD,LUX,LUX/70/G/EWRPK/NO-1/BRIGHT & GLOW C + E SAVE 25/-,70.0,GM,70G,EWRPK ,2,,,,,,,,,ITEMDESC,Bright & Glow C + E,
RIO MARKETING (PVT) LTD,KIWI,KIWI/120/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,120.0,PGS,120PGS,1NO,1,,,,,,,,,PACKSIZE,,64032
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/200/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,200.0,PGS,200PGS,1NO,1,,,,,,,,,PACKSIZE,,64021
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/160/PGS/1/NO/SQUARE RULED 1\2 INCH BOOK,160.0,PGS,160PGS,1NO,1,,,,,,,,,PACKSIZE,,64021
MALIBAN BISCUIT MANUFACTORIES,MALIBAN SMART CREAM CRACKER,MALIBAN/190 GM/PLPCH/SMART CREAM CRACKER FREE ASTRA MULTI PURPOSE FAT SPREAD 18 GM,190.0,GM,190 GM,PLPCH,2,,,,,,,,,ITEMDESC,SMART CREAM CRACKER FREE ASTRA MULTI PURPOSE FAT SPREAD,
MY COOL LANKA PVT LTD,MY COOL FRUTO,MYCOOL/185/ML/CUP/FRUTO/MY COOL LANKA PVT,185.0,ML,185ML,CUP,1,,,,,,,,,MANUFACTURE,,
